date,avgTa,minTa,maxTa,sumRn
2008-10-23,19.8,17.2,22.9,0.5
2008-10-24,17.4,13.0,22.9,
2008-10-25,13.9,9.8,18.0,
2008-10-26,17.3,14.0,22.2,
2008-10-27,14.5,11.3,19.1,
2008-10-28,14.5,9.3,19.6,
2008-10-29,15.7,12.7,19.8,
2008-10-30,16.0,12.3,21.0,
2008-10-31,14.6,11.3,18.8,
2008-11-01,14.0,10.1,18.7,
2008-11-02,15.7,10.8,20.4,
2008-11-03,16.0,12.7,20.4,
2008-11-04,13.6,8.7,18.8,
2008-11-05,13.9,8.4,20.2,
2008-11-06,15.7,12.2,17.9,0.5
2008-11-07,15.9,13.3,18.9,1.5
2008-11-08,14.1,12.9,15.6,1.0
2008-11-09,13.2,10.9,16.8,0.5
2008-11-10,12.4,7.7,17.2,
2008-11-11,12.2,7.7,17.0,
2008-11-12,13.1,8.2,19.0,
2008-11-13,14.0,9.2,19.7,
2008-11-14,14.0,10.1,19.1,
2008-11-15,14.3,9.9,20.0,
2008-11-16,14.7,11.3,18.4,
2008-11-17,10.5,7.9,15.0,
2008-11-18,4.5,0.9,8.9,
2008-11-19,1.8,-1.3,6.6,
2008-11-20,4.4,-2.1,10.6,
2008-11-21,9.4,4.8,14.9,
2008-11-22,7.7,2.8,12.0,
2008-11-23,10.6,6.5,16.1,
2008-11-24,8.3,5.7,10.7,10.0
2008-11-25,7.4,3.1,12.3,
2008-11-26,7.9,3.8,13.3,
2008-11-27,6.1,4.3,8.4,2.0
2008-11-28,7.2,3.1,12.2,
2008-11-29,7.2,3.3,13.2,0.0
2008-11-30,5.5,1.3,10.6,
2008-12-01,6.9,1.2,14.0,
2008-12-02,10.6,5.0,18.2,
2008-12-03,10.6,6.4,15.7,
2008-12-04,12.2,9.0,16.3,0.5
2008-12-05,1.8,-4.9,9.0,0.0
2008-12-06,-3.6,-7.3,0.3,
2008-12-07,0.8,-5.1,5.7,
2008-12-08,6.7,1.3,14.5,0.0
2008-12-09,9.3,3.8,15.6,
2008-12-10,11.6,5.4,18.8,
2008-12-11,11.6,6.1,15.0,
2008-12-12,6.6,3.5,11.8,
2008-12-13,8.0,4.8,10.8,
2008-12-14,3.5,0.2,7.2,
2008-12-15,4.4,0.1,8.5,
2008-12-16,5.1,0.3,11.1,
2008-12-17,7.8,1.0,15.0,
2008-12-18,6.5,3.7,9.9,
2008-12-19,5.4,-0.6,11.3,
2008-12-20,7.9,3.7,12.4,2.0
2008-12-21,4.5,2.9,7.0,3.0
2008-12-22,1.0,-1.5,3.7,
2008-12-23,2.2,-3.0,7.6,
2008-12-24,3.3,-0.4,6.9,
2008-12-25,3.6,-0.4,9.0,
2008-12-26,0.6,-3.3,4.9,
2008-12-27,2.3,-2.0,7.2,
2008-12-28,4.5,0.6,8.0,
2008-12-29,6.4,3.6,11.5,
2008-12-30,3.3,-1.2,7.7,
2008-12-31,-0.4,-3.9,5.2,
2009-01-01,-1.3,-5.0,2.5,
2009-01-02,1.6,-2.9,6.0,
2009-01-03,3.5,-1.2,9.3,
2009-01-04,4.0,0.5,7.7,
2009-01-05,4.1,0.4,9.0,
2009-01-06,3.2,-0.7,7.9,
2009-01-07,4.6,1.3,9.6,
2009-01-08,4.5,1.4,8.5,
2009-01-09,2.1,0.0,6.2,
2009-01-10,-0.9,-3.5,3.8,
2009-01-11,-0.1,-5.2,5.7,
2009-01-12,-1.2,-4.7,4.4,
2009-01-13,-1.2,-5.4,3.2,
2009-01-14,-0.6,-4.4,4.7,0.0
2009-01-15,-2.2,-7.0,4.3,
2009-01-16,0.7,-5.7,6.7,
2009-01-17,3.7,-1.2,8.9,0.0
2009-01-18,6.2,2.9,10.1,2.0
2009-01-19,5.2,1.7,9.5,
2009-01-20,5.2,2.2,10.0,
2009-01-21,3.7,1.3,6.5,0.0
2009-01-22,3.9,0.1,9.3,
2009-01-23,-0.1,-6.1,6.2,0.0
2009-01-24,-3.2,-9.3,2.9,
2009-01-25,0.2,-5.1,6.0,
2009-01-26,1.2,-2.6,6.4,
2009-01-27,1.0,-3.5,6.4,
2009-01-28,3.7,-2.2,11.4,
2009-01-29,3.8,1.2,6.0,2.5
2009-01-30,8.4,4.2,10.2,6.0
2009-01-31,8.5,4.5,11.1,
2009-02-01,6.0,0.9,11.0,
2009-02-02,8.1,2.9,13.1,
2009-02-03,9.2,6.0,12.2,0.0
2009-02-04,8.7,4.2,13.0,
2009-02-05,9.2,4.4,15.0,
2009-02-06,7.8,3.1,13.6,
2009-02-07,8.2,3.0,13.4,
2009-02-08,7.3,3.2,13.2,
2009-02-09,6.5,4.1,9.2,0.0
2009-02-10,6.9,3.9,12.0,
2009-02-11,8.2,1.3,16.3,
2009-02-12,10.3,3.3,15.1,1.0
2009-02-13,16.5,13.8,18.7,24.5
2009-02-14,11.9,8.4,17.5,
2009-02-15,7.8,2.2,15.8,1.0
2009-02-16,0.6,-2.4,5.9,
2009-02-17,0.7,-3.7,6.0,
2009-02-18,3.3,-0.8,7.4,
2009-02-19,2.9,1.2,6.0,9.5
2009-02-20,3.4,-1.3,7.8,0.0
2009-02-21,1.4,-3.8,8.1,
2009-02-22,4.4,2.0,6.8,18.0
2009-02-23,9.2,4.5,14.4,
2009-02-24,10.5,7.7,15.2,1.5
2009-02-25,10.3,7.4,14.6,3.0
2009-02-26,8.6,5.2,12.7,0.5
2009-02-27,7.6,5.2,10.7,3.0
2009-02-28,8.4,3.6,13.9,
2009-03-01,9.3,5.2,14.4,
2009-03-02,6.0,3.0,8.8,
2009-03-03,5.0,3.2,6.8,1.5
2009-03-04,7.3,2.9,12.8,
2009-03-05,8.4,5.6,13.3,10.5
2009-03-06,8.1,3.2,12.2,
2009-03-07,5.9,0.6,11.0,
2009-03-08,9.1,5.2,14.7,
2009-03-09,9.6,5.8,15.1,
2009-03-10,10.1,6.8,16.4,
2009-03-11,8.2,5.3,13.6,
2009-03-12,9.3,4.0,13.8,0.0
2009-03-13,9.7,3.1,14.6,27.5
2009-03-14,4.0,-0.8,10.4,
2009-03-15,6.8,-0.3,13.9,
2009-03-16,12.1,6.4,18.0,
2009-03-17,13.6,6.8,20.0,
2009-03-18,17.0,13.8,19.0,
2009-03-19,16.8,16.0,18.4,1.5
2009-03-20,11.1,7.3,16.4,1.0
2009-03-21,11.6,5.5,15.9,25.0
2009-03-22,15.4,10.0,20.7,11.5
2009-03-23,10.1,5.8,15.0,
2009-03-24,8.5,4.0,13.4,
2009-03-25,6.1,2.0,12.0,0.0
2009-03-26,8.5,0.7,15.1,
2009-03-27,8.1,3.2,13.8,
2009-03-28,8.2,4.7,13.9,
2009-03-29,8.5,5.3,12.4,
2009-03-30,9.7,6.9,13.7,
2009-03-31,10.9,7.1,15.4,
2009-04-01,7.5,4.1,12.2,0.0
2009-04-02,9.7,3.8,17.2,
2009-04-03,11.7,7.5,17.5,
2009-04-04,14.4,10.5,20.9,
2009-04-05,13.3,9.9,20.2,
2009-04-06,14.5,7.9,21.3,
2009-04-07,15.6,8.8,22.4,
2009-04-08,15.4,11.1,22.4,
2009-04-09,15.8,9.7,23.6,
2009-04-10,17.4,10.1,25.8,
2009-04-11,16.8,11.9,24.8,
2009-04-12,17.1,10.9,24.9,
2009-04-13,16.6,11.4,21.7,8.5
2009-04-14,15.4,13.3,20.1,16.5
2009-04-15,14.6,11.2,19.4,0.5
2009-04-16,12.7,10.5,14.9,0.0
2009-04-17,13.7,9.4,19.1,
2009-04-18,16.8,10.1,25.6,
2009-04-19,16.5,11.1,22.2,
2009-04-20,15.0,14.0,16.5,81.5
2009-04-21,15.6,11.8,21.0,
2009-04-22,16.8,11.7,22.7,
2009-04-23,13.2,9.6,17.5,
2009-04-24,13.3,11.2,16.6,13.5
2009-04-25,13.4,9.0,20.0,7.0
2009-04-26,12.5,8.8,17.7,0.0
2009-04-27,13.0,9.5,19.0,0.0
2009-04-28,14.7,8.5,22.6,0.0
2009-04-29,16.2,9.9,24.0,
2009-04-30,16.4,10.5,23.6,
2009-05-01,16.9,10.2,24.5,
2009-05-02,17.4,12.3,21.2,0.0
2009-05-03,16.5,14.0,19.7,1.0
2009-05-04,17.7,12.6,27.3,
2009-05-05,18.6,12.9,26.5,
2009-05-06,17.6,12.9,24.2,
2009-05-07,17.6,13.1,24.4,
2009-05-08,20.4,14.2,30.6,
2009-05-09,20.9,14.7,29.1,
2009-05-10,20.4,15.2,27.8,
2009-05-11,20.4,15.4,25.6,
2009-05-12,19.6,18.4,21.1,5.0
2009-05-13,19.3,15.1,25.0,
2009-05-14,19.4,14.2,26.1,
2009-05-15,17.2,14.5,22.0,0.4
2009-05-16,16.4,13.6,20.2,53.5
2009-05-17,19.1,14.7,23.5,7.0
2009-05-18,18.2,10.6,25.1,
2009-05-19,21.0,14.0,28.1,
2009-05-20,22.1,16.6,27.5,0.1
2009-05-21,16.0,14.4,22.1,104.0
2009-05-22,19.7,14.7,26.4,
2009-05-23,19.5,16.5,23.3,0.0
2009-05-24,18.5,15.4,24.2,
2009-05-25,19.4,15.1,25.5,
2009-05-26,20.4,16.1,25.2,
2009-05-27,21.5,16.0,27.0,
2009-05-28,22.4,16.7,27.8,
2009-05-29,21.2,16.4,27.1,
2009-05-30,16.7,13.9,20.5,
2009-05-31,21.1,13.3,28.6,
2009-06-01,21.2,15.6,27.8,
2009-06-02,20.6,17.9,24.4,
2009-06-03,18.3,17.1,19.3,1.0
2009-06-04,20.1,17.4,26.8,
2009-06-05,20.5,16.2,25.2,
2009-06-06,20.2,17.3,24.8,
2009-06-07,18.6,17.4,21.3,
2009-06-08,18.9,17.2,21.3,
2009-06-09,19.6,16.6,22.8,3.5
2009-06-10,21.2,17.3,26.4,31.0
2009-06-11,23.6,20.1,28.9,
2009-06-12,21.7,17.9,25.9,
2009-06-13,22.6,18.3,28.7,
2009-06-14,20.3,17.0,25.2,0.5
2009-06-15,19.9,17.5,24.3,
2009-06-16,21.2,16.5,27.1,
2009-06-17,21.5,18.0,25.9,
2009-06-18,23.3,18.8,28.4,
2009-06-19,23.9,19.4,29.3,
2009-06-20,23.7,20.3,28.4,1.0
2009-06-21,23.7,22.5,25.5,6.5
2009-06-22,21.3,19.1,23.4,99.5
2009-06-23,23.8,18.5,30.2,
2009-06-24,25.3,20.7,32.6,
2009-06-25,24.5,18.8,31.6,
2009-06-26,24.0,18.8,29.9,
2009-06-27,24.3,20.5,29.1,
2009-06-28,24.5,21.6,28.7,0.0
2009-06-29,24.0,22.6,27.0,119.5
2009-06-30,21.4,18.2,25.0,33.5
2009-07-01,22.1,18.2,27.1,3.0
2009-07-02,22.5,19.0,28.1,12.0
2009-07-03,22.6,19.5,28.3,
2009-07-04,22.9,20.0,27.3,
2009-07-05,23.6,20.7,27.4,
2009-07-06,24.3,20.5,29.6,
2009-07-07,22.7,19.0,25.7,268.0
2009-07-08,23.9,22.2,25.8,2.5
2009-07-09,25.8,24.3,27.2,25.5
2009-07-10,25.8,21.6,30.8,0.1
2009-07-11,24.4,20.6,28.4,18.0
2009-07-12,25.4,20.8,27.5,7.5
2009-07-13,25.0,22.4,27.0,79.5
2009-07-14,27.0,25.1,28.8,5.0
2009-07-15,21.8,19.5,27.1,86.5
2009-07-16,23.1,21.3,25.6,189.5
2009-07-17,26.6,23.3,30.4,
2009-07-18,27.9,26.3,31.1,
2009-07-19,28.0,25.7,31.1,1.0
2009-07-20,24.7,23.4,27.3,0.5
2009-07-21,26.2,24.0,30.1,26.5
2009-07-22,23.4,20.0,29.2,
2009-07-23,22.6,19.2,26.7,0.5
2009-07-24,21.8,20.0,25.2,37.5
2009-07-25,21.8,20.5,23.0,1.0
2009-07-26,23.4,20.1,26.7,
2009-07-27,23.1,20.1,26.1,
2009-07-28,22.3,20.4,25.2,21.5
2009-07-29,23.2,20.0,28.5,33.0
2009-07-30,23.5,20.3,28.1,
2009-07-31,23.1,20.3,26.4,
2009-08-01,23.2,20.8,27.1,
2009-08-02,23.7,20.2,29.3,
2009-08-03,22.8,19.8,25.0,0.1
2009-08-04,24.7,20.8,28.9,
2009-08-05,25.3,21.9,30.0,
2009-08-06,24.5,22.7,26.8,0.5
2009-08-07,24.1,22.8,26.0,60.5
2009-08-08,26.7,23.5,31.5,
2009-08-09,25.3,23.9,27.5,
2009-08-10,26.5,23.6,29.8,
2009-08-11,24.9,23.8,25.9,21.0
2009-08-12,27.0,25.5,28.1,27.5
2009-08-13,25.0,23.4,26.5,8.5
2009-08-14,25.9,22.9,30.3,
2009-08-15,25.3,22.3,30.7,
2009-08-16,25.7,22.4,27.2,
2009-08-17,25.7,23.6,28.8,
2009-08-18,26.3,22.7,30.4,
2009-08-19,26.9,23.5,31.1,
2009-08-20,27.7,24.3,31.7,
2009-08-21,27.3,23.9,32.3,
2009-08-22,27.1,21.3,33.7,
2009-08-23,27.2,22.6,32.0,
2009-08-24,25.0,21.0,29.6,
2009-08-25,24.2,21.8,27.9,
2009-08-26,24.8,20.7,28.8,
2009-08-27,25.3,22.2,28.2,1.5
2009-08-28,27.6,24.0,32.3,12.5
2009-08-29,24.5,21.4,28.6,
2009-08-30,22.4,21.3,23.7,
2009-08-31,22.6,20.6,25.6,0.3
2009-09-01,22.6,17.8,28.5,
2009-09-02,23.4,18.9,28.7,
2009-09-03,23.2,19.0,29.1,
2009-09-04,23.4,21.7,25.7,
2009-09-05,23.6,20.9,29.8,
2009-09-06,24.1,20.1,29.3,
2009-09-07,24.6,21.1,30.0,
2009-09-08,23.9,21.2,28.0,0.5
2009-09-09,23.0,20.7,27.5,
2009-09-10,23.4,19.8,29.1,
2009-09-11,23.2,19.7,27.9,0.1
2009-09-12,22.3,17.2,28.5,1.0
2009-09-13,21.9,17.1,28.4,
2009-09-14,21.7,18.9,24.9,0.0
2009-09-15,22.5,18.3,28.6,0.1
2009-09-16,22.8,20.1,28.6,
2009-09-17,22.5,19.7,27.4,
2009-09-18,23.1,17.9,30.5,
2009-09-19,21.7,18.4,26.4,
2009-09-20,20.9,15.9,27.0,
2009-09-21,21.1,18.5,24.2,0.5
2009-09-22,22.1,18.5,26.9,
2009-09-23,21.8,20.2,26.2,0.5
2009-09-24,23.4,20.3,28.5,
2009-09-25,22.6,20.6,26.6,0.2
2009-09-26,24.1,20.2,29.1,
2009-09-27,21.1,19.8,23.1,29.5
2009-09-28,21.0,20.0,23.2,0.1
2009-09-29,21.9,19.0,24.8,0.5
2009-09-30,21.5,19.6,24.6,0.1
2009-10-01,21.4,17.3,27.7,11.0
2009-10-02,22.0,19.1,26.4,45.0
2009-10-03,20.0,16.3,25.7,
2009-10-04,19.9,13.9,26.6,
2009-10-05,18.9,15.6,24.2,
2009-10-06,18.5,14.2,22.6,
2009-10-07,19.1,15.4,22.8,
2009-10-08,18.4,16.2,22.2,
2009-10-09,17.5,13.1,22.8,
2009-10-10,17.7,13.3,23.5,
2009-10-11,18.0,14.1,23.5,
2009-10-12,18.4,14.4,23.3,
2009-10-13,18.0,14.7,24.5,
2009-10-14,15.8,12.1,19.6,0.5
2009-10-15,16.7,12.4,23.1,
2009-10-16,17.2,11.7,22.5,
2009-10-17,16.9,11.9,22.7,7.5
2009-10-18,17.5,12.8,22.8,
2009-10-19,17.8,13.9,24.0,
2009-10-20,15.4,11.3,20.9,
2009-10-21,16.2,10.4,24.0,
2009-10-22,16.4,12.0,22.9,
2009-10-23,16.3,11.0,23.1,
2009-10-24,18.0,12.7,22.9,
2009-10-25,17.8,13.6,22.6,
2009-10-26,17.9,13.1,23.1,
2009-10-27,17.7,13.8,23.0,
2009-10-28,17.0,12.7,22.3,
2009-10-29,18.8,15.3,23.9,
2009-10-30,18.3,15.6,23.9,
2009-10-31,19.4,14.1,24.5,
2009-11-01,16.6,10.7,21.6,
2009-11-02,8.1,2.3,11.9,
2009-11-03,6.6,1.6,12.3,
2009-11-04,11.1,4.9,16.3,
2009-11-05,16.1,12.2,21.4,
2009-11-06,16.7,12.1,21.3,
2009-11-07,18.4,13.5,23.4,
2009-11-08,19.1,17.0,20.7,23.5
2009-11-09,19.3,17.0,22.2,0.2
2009-11-10,16.1,14.2,18.6,8.0
2009-11-11,12.6,10.6,15.3,
2009-11-12,12.2,10.7,13.5,
2009-11-13,12.5,11.6,13.3,7.0
2009-11-14,11.5,6.7,17.5,
2009-11-15,6.7,4.2,9.2,
2009-11-16,5.0,2.9,7.7,
2009-11-17,4.0,1.5,7.1,
2009-11-18,4.3,0.4,8.7,
2009-11-19,6.6,3.5,10.6,
2009-11-20,5.9,3.1,10.1,
2009-11-21,5.6,2.9,9.7,
2009-11-22,4.8,1.2,10.3,
2009-11-23,7.7,1.7,14.5,
2009-11-24,8.9,4.0,15.3,
2009-11-25,9.5,4.5,16.1,
2009-11-26,10.8,5.4,16.8,
2009-11-27,11.8,8.4,17.2,
2009-11-28,10.4,6.2,15.1,
2009-11-29,9.1,7.3,10.5,12.0
2009-11-30,8.4,7.2,10.0,0.5
2009-12-01,8.6,6.0,12.3,
2009-12-02,7.4,3.2,12.3,
2009-12-03,8.5,5.9,13.1,
2009-12-04,8.1,4.0,13.2,
2009-12-05,6.1,1.0,10.6,2.0
2009-12-06,2.4,-0.7,7.4,
2009-12-07,4.4,1.2,9.9,
2009-12-08,6.1,0.5,11.5,
2009-12-09,7.7,5.1,10.2,1.0
2009-12-10,9.3,7.2,10.3,9.0
2009-12-11,12.5,9.7,17.8,9.0
2009-12-12,11.2,7.7,15.0,
2009-12-13,8.6,6.9,12.2,
2009-12-14,6.4,4.2,9.3,
2009-12-15,2.5,0.7,4.9,
2009-12-16,-1.5,-4.2,1.8,
2009-12-17,-0.5,-3.4,3.4,
2009-12-18,-1.4,-4.4,3.0,
2009-12-19,-0.4,-4.9,5.2,
2009-12-20,2.6,-0.8,7.2,
2009-12-21,0.8,-3.2,6.4,
2009-12-22,4.4,-2.5,12.4,
2009-12-23,7.2,2.0,13.7,0.1
2009-12-24,7.2,3.6,12.0,
2009-12-25,7.3,3.5,12.5,
2009-12-26,1.6,-0.8,4.9,
2009-12-27,0.7,-2.5,6.1,
2009-12-28,-0.7,-3.2,2.7,
2009-12-29,0.7,-4.4,5.7,
2009-12-30,3.3,-1.9,8.5,
2009-12-31,-2.8,-6.0,1.3,0.0
2010-01-01,-2.1,-8.0,2.9,
2010-01-02,3.5,-2.7,10.3,
2010-01-03,1.2,-2.0,5.0,
2010-01-04,2.7,-0.4,9.2,1.0
2010-01-05,-0.7,-3.7,3.1,
2010-01-06,-3.4,-6.5,1.3,
2010-01-07,-2.7,-6.3,2.9,
2010-01-08,-0.7,-5.2,4.0,
2010-01-09,1.5,-2.6,5.9,
2010-01-10,2.7,1.0,5.4,
2010-01-11,1.7,-0.7,4.7,
2010-01-12,-1.1,-4.2,2.2,
2010-01-13,-3.9,-7.1,0.3,
2010-01-14,-2.4,-7.9,2.1,
2010-01-15,2.0,-3.1,8.1,
2010-01-16,1.2,-2.9,7.1,
2010-01-17,2.2,-2.5,7.6,
2010-01-18,3.6,-2.1,11.2,
2010-01-19,7.3,-0.5,13.2,
2010-01-20,13.2,9.7,16.0,37.5
2010-01-21,8.0,0.5,13.3,
2010-01-22,-0.2,-3.2,4.0,
2010-01-23,0.1,-3.8,6.4,
2010-01-24,2.5,-2.6,8.6,
2010-01-25,4.3,0.1,9.5,
2010-01-26,1.0,-3.3,6.3,
2010-01-27,4.0,-2.4,8.5,22.5
2010-01-28,6.8,3.3,10.6,0.0
2010-01-29,4.3,1.0,8.8,
2010-01-30,4.5,-1.2,8.8,
2010-01-31,6.9,4.2,12.0,
2010-02-01,5.5,3.3,9.2,0.0
2010-02-02,1.6,-1.2,5.9,
2010-02-03,-1.8,-5.0,3.0,
2010-02-04,0.0,-5.5,5.8,
2010-02-05,2.2,-2.6,7.7,
2010-02-06,1.0,-3.4,7.4,
2010-02-07,3.9,-2.3,10.1,
2010-02-08,6.6,4.9,8.4,5.5
2010-02-09,8.4,6.4,10.1,7.5
2010-02-10,7.8,6.8,8.8,12.0
2010-02-11,4.8,2.8,8.2,22.5
2010-02-12,2.7,2.0,4.0,1.0
2010-02-13,2.4,0.8,5.3,0.1
2010-02-14,1.7,-1.0,4.4,
2010-02-15,4.0,0.2,8.7,
2010-02-16,2.6,-0.8,7.1,
2010-02-17,1.9,-0.7,6.4,
2010-02-18,2.2,-0.8,6.7,
2010-02-19,2.7,-3.5,8.4,
2010-02-20,5.0,-0.4,10.7,
2010-02-21,5.9,0.5,11.0,
2010-02-22,8.3,2.9,14.5,
2010-02-23,9.2,4.2,15.3,
2010-02-24,12.1,5.4,17.2,0.0
2010-02-25,16.2,14.6,18.2,87.0
2010-02-26,10.9,6.9,15.3,11.0
2010-02-27,7.2,4.8,9.1,
2010-02-28,8.7,3.6,15.0,
2010-03-01,7.7,6.0,9.5,19.0
2010-03-02,7.5,5.4,10.4,
2010-03-03,7.7,3.9,12.2,
2010-03-04,7.6,6.4,8.6,10.0
2010-03-05,8.9,7.2,10.7,4.5
2010-03-06,7.9,4.8,9.7,2.0
2010-03-07,5.4,4.3,7.3,0.5
2010-03-08,5.2,3.2,8.4,
2010-03-09,4.4,2.0,7.6,4.0
2010-03-10,0.8,-2.3,4.7,5.0
2010-03-11,4.2,-1.8,10.1,
2010-03-12,11.4,4.1,14.9,
2010-03-13,10.8,8.1,16.7,
2010-03-14,9.9,6.1,12.7,
2010-03-15,12.7,8.7,16.8,44.5
2010-03-16,6.5,2.1,11.7,
2010-03-17,5.4,1.3,9.7,
2010-03-18,5.9,3.2,9.5,1.5
2010-03-19,8.5,-0.1,14.3,
2010-03-20,15.8,12.2,20.4,0.5
2010-03-21,7.9,4.0,12.9,
2010-03-22,7.4,4.5,11.3,0.2
2010-03-23,8.2,5.1,10.2,7.5
2010-03-24,9.7,8.0,12.3,
2010-03-25,7.1,4.9,9.5,1.5
2010-03-26,4.7,1.1,10.4,
2010-03-27,7.5,0.8,13.0,
2010-03-28,10.4,5.5,16.9,
2010-03-29,8.1,4.1,14.9,
2010-03-30,8.3,4.6,11.6,
2010-03-31,10.1,6.6,12.9,36.5
2010-04-01,11.3,8.7,12.9,37.0
2010-04-02,9.6,5.2,14.8,
2010-04-03,8.4,4.5,14.5,
2010-04-04,9.4,3.2,15.0,
2010-04-05,13.6,9.2,18.9,
2010-04-06,14.9,10.3,21.0,
2010-04-07,9.2,6.3,13.7,
2010-04-08,9.1,3.8,13.6,
2010-04-09,12.5,7.5,18.6,
2010-04-10,14.2,8.8,18.5,0.1
2010-04-11,13.8,11.2,15.4,0.5
2010-04-12,11.8,10.1,14.0,9.5
2010-04-13,10.2,4.6,15.0,
2010-04-14,5.6,2.3,10.7,2.0
2010-04-15,7.3,2.9,12.0,
2010-04-16,9.5,4.2,15.7,
2010-04-17,11.2,4.9,17.5,
2010-04-18,11.6,7.2,15.0,0.4
2010-04-19,12.8,10.6,16.6,16.5
2010-04-20,15.1,12.2,22.3,0.5
2010-04-21,13.5,9.5,17.9,11.0
2010-04-22,10.5,8.7,12.9,31.5
2010-04-23,11.6,9.2,16.2,0.5
2010-04-24,11.6,6.9,18.3,
2010-04-25,13.6,7.3,21.0,
2010-04-26,12.5,10.1,15.9,29.0
2010-04-27,13.2,6.5,19.3,21.5
2010-04-28,7.5,4.0,10.9,3.0
2010-04-29,11.9,5.2,18.4,
2010-04-30,14.3,8.4,20.3,
2010-05-01,13.6,6.9,19.9,
2010-05-02,16.3,9.1,23.5,
2010-05-03,19.3,15.4,24.8,
2010-05-04,19.3,15.2,25.9,
2010-05-05,19.9,14.5,25.3,
2010-05-06,19.1,16.9,20.7,14.5
2010-05-07,19.3,13.1,28.0,
2010-05-08,19.8,13.7,26.5,
2010-05-09,18.5,14.5,24.5,
2010-05-10,16.8,14.7,20.3,1.0
2010-05-11,16.2,12.9,21.0,
2010-05-12,15.2,10.7,20.0,
2010-05-13,15.6,11.9,20.5,
2010-05-14,15.3,11.1,19.9,
2010-05-15,16.0,10.7,21.5,
2010-05-16,18.9,12.6,26.4,
2010-05-17,19.1,12.7,25.2,2.0
2010-05-18,18.1,16.4,20.0,121.0
2010-05-19,20.2,17.4,23.5,8.0
2010-05-20,21.6,16.5,28.1,
2010-05-21,22.4,16.7,29.3,
2010-05-22,17.6,15.1,20.0,50.5
2010-05-23,16.4,15.8,17.3,31.0
2010-05-24,17.6,15.2,22.8,
2010-05-25,17.0,14.5,22.8,1.0
2010-05-26,17.3,14.2,22.7,
2010-05-27,16.0,13.0,21.1,
2010-05-28,15.2,11.0,19.6,
2010-05-29,17.9,13.9,23.1,
2010-05-30,16.8,12.9,21.5,
2010-05-31,16.0,11.3,21.5,
2010-06-01,16.4,10.9,21.4,
2010-06-02,18.6,14.4,25.0,
2010-06-03,20.4,14.9,27.4,
2010-06-04,21.7,16.8,28.0,
2010-06-05,22.8,17.5,29.9,
2010-06-06,21.5,17.2,27.1,
2010-06-07,21.4,16.1,27.5,
2010-06-08,21.7,18.3,27.4,0.2
2010-06-09,21.7,16.9,28.0,
2010-06-10,21.6,16.9,27.0,
2010-06-11,21.8,16.7,27.4,
2010-06-12,22.4,19.5,25.3,
2010-06-13,23.2,20.4,26.0,0.1
2010-06-14,23.0,19.4,27.6,
2010-06-15,22.3,19.9,27.4,0.1
2010-06-16,24.4,19.0,31.7,
2010-06-17,25.3,20.4,31.1,0.0
2010-06-18,22.2,20.7,24.4,2.0
2010-06-19,23.2,20.6,27.2,
2010-06-20,23.7,21.5,27.8,
2010-06-21,24.1,20.2,29.1,
2010-06-22,23.7,19.6,29.4,
2010-06-23,22.1,19.3,25.8,
2010-06-24,22.9,18.0,27.4,
2010-06-25,22.2,20.2,25.7,2.5
2010-06-26,22.3,20.2,24.2,40.0
2010-06-27,22.6,21.3,24.2,4.0
2010-06-28,21.7,20.8,23.8,23.0
2010-06-29,24.0,20.8,28.3,
2010-06-30,24.7,21.7,29.9,
2010-07-01,24.2,22.7,27.1,
2010-07-02,23.3,22.1,24.6,3.5
2010-07-03,25.1,22.7,30.3,1.5
2010-07-04,23.3,21.7,25.7,
2010-07-05,24.6,21.4,29.2,0.4
2010-07-06,27.0,22.9,32.2,
2010-07-07,25.3,22.0,31.0,2.0
2010-07-08,23.7,21.9,27.7,
2010-07-09,24.3,20.6,31.1,
2010-07-10,24.6,21.8,28.1,2.5
2010-07-11,22.8,21.9,24.9,113.5
2010-07-12,22.4,21.0,25.0,5.5
2010-07-13,21.7,20.6,23.2,53.5
2010-07-14,23.4,21.0,27.9,
2010-07-15,23.6,20.9,27.7,7.0
2010-07-16,23.9,22.1,25.9,137.5
2010-07-17,25.5,24.0,28.1,4.5
2010-07-18,26.5,23.9,30.3,0.1
2010-07-19,26.8,24.0,30.5,0.1
2010-07-20,27.3,24.1,31.7,
2010-07-21,27.5,24.6,31.0,0.5
2010-07-22,28.1,25.4,32.3,1.5
2010-07-23,28.0,25.4,32.4,
2010-07-24,27.9,23.5,32.4,5.5
2010-07-25,27.5,23.0,32.6,
2010-07-26,27.4,23.6,32.5,
2010-07-27,27.4,23.6,31.4,
2010-07-28,24.4,23.1,25.9,35.5
2010-07-29,25.2,23.8,28.4,1.0
2010-07-30,26.9,24.1,31.9,
2010-07-31,27.3,24.4,31.4,
2010-08-01,28.4,25.8,32.6,
2010-08-02,28.3,25.2,33.3,
2010-08-03,26.2,24.5,29.7,
2010-08-04,27.9,24.5,31.4,
2010-08-05,29.1,26.1,32.1,0.3
2010-08-06,28.7,26.1,32.4,6.0
2010-08-07,28.3,25.0,33.1,
2010-08-08,28.0,24.9,32.3,
2010-08-09,28.1,25.1,31.5,4.5
2010-08-10,27.4,25.0,30.0,38.5
2010-08-11,27.3,24.9,31.0,105.5
2010-08-12,28.1,25.0,32.7,
2010-08-13,26.6,25.2,28.9,3.0
2010-08-14,26.6,25.2,27.7,12.0
